start: 2010-02-18 ,end: 2010-03-18
symbol,mean,std-deviation,z-value,lookback years
WYNN,0.0671111063028,0.0466909532046,1.43734710253,7
MRVL,0.102845308212,0.0818025541229,1.25723835049,9
SWY,0.0366678519439,0.0317556543706,1.15468733587,10
CTAS,0.0483521500406,0.0430655789846,1.1227562982,10
CLF,0.112541635895,0.100363395061,1.12134145948,10
SWK,0.0460623530428,0.0414007068928,1.11259822597,10
UNM,0.0437007112979,0.0394467604602,1.10784030902,10
DD,0.0407460816113,0.036911945168,1.10387251135,10
KR,0.0318133225272,0.0291522404822,1.09128224798,10
DUK,0.0458591031881,0.0425789841185,1.07703610449,10
BBY,0.110380347658,0.105451839212,1.04673705535,10
CLX,0.0348670911993,0.0335490413673,1.03928725765,10
UNH,0.0345861641761,0.0341396628891,1.01307866713,10
DO,0.108669413104,0.108794426018,0.998850925384,10
DTE,0.0331987977595,0.0358258157622,0.926672486114,10
ITW,0.0432831589524,0.0477430309065,0.90658590648,10
NOVL,0.0681078085078,0.0804582318439,0.846498946683,10
OMC,0.0332853702804,0.0394423347601,0.843899593744,10
MOLX,0.0742523817376,0.0890873083645,0.833478787279,10
DE,0.0418483681315,0.0528014991528,0.792560226563,10
LNC,0.0250241355418,0.0321969358368,0.777221027138,10
BBT,0.0698290450708,0.0923675004865,0.755991498125,10
XL,0.0872468254344,0.116899612745,0.746339730181,10
DV,0.0937553277232,0.126295308885,0.742350040952,10
ETFC,0.10434729957,0.142402858321,0.732761271788,10
KG,0.0534464204917,0.0737657430246,0.724542562716,10
RSH,0.0595919214405,0.0865542252042,0.688492344538,10
KEY,0.0872575247251,0.12756537382,0.684022020333,10
KO,0.0111600078194,0.0313745368503,0.355702711171,10
SAI,0.00534814116846,0.0209852835343,0.254851985188,3
ITT,-0.010358309622,0.160190717829,-0.0646623584837,10
